Instance, Start Time, Type, NE, Alarm No, Description, Supp Info, Cancle Time, Star Rating
429,2017-09-05 02:44:36.70,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 012A FFFF,2017-09-05 02:44:57.49,.
430,2017-09-05 02:44:36.70,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D9 FFFF,2017-09-05 02:44:57.49,.
431,2017-09-05 02:44:36.70,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0077 FFFF,2017-09-05 02:44:57.49,.
432,2017-09-05 02:44:36.72,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001F FFFF,2017-09-05 02:44:57.53,.
433,2017-09-05 02:44:36.75,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 000C FFFF,2017-09-05 02:44:57.04,.
434,2017-09-05 02:44:36.75,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001D FFFF,2017-09-05 02:44:57.03,.
435,2017-09-05 02:44:36.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 010A FFFF,2017-09-05 02:44:57.05,.
436,2017-09-05 02:44:36.78,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001B FFFF,2017-09-05 02:44:57.06,.
437,2017-09-05 02:44:36.78,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0049 FFFF,2017-09-05 02:44:57.06,.
438,2017-09-05 02:44:36.78,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0019 FFFF,2017-09-05 02:44:57.06,.
439,2017-09-05 02:44:36.79,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0034 FFFF,2017-09-05 02:44:57.08,.
440,2017-09-05 02:44:36.79,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006D FFFF,2017-09-05 02:44:57.08,.
441,2017-09-05 02:44:36.80,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0073 FFFF,2017-09-05 02:44:57.09,.
442,2017-09-05 02:44:36.80,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 005C FFFF,2017-09-05 02:44:57.09,.
443,2017-09-05 02:44:36.80,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-09-05 02:44:57.08,.
459,2017-09-05 02:45:35.72,SWITCH,ETPE-3-1 1A001-03 DPALAR,3742,SUPERVISED IP ADDRESS,ETP 1d 10.0.1.2,2017-09-05 02:45:36.65,..
460,2017-09-05 02:45:35.72,SWITCH,ETPE-3-1 1A001-03 DPALAR,14029,ACTIVE ETHERNET INTERFACE,ETP 1d 0d,2017-09-05 03:46:08.05,..
467,2017-09-05 02:46:02.02,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 014E FFFF,2017-09-05 02:46:02.11,.
468,2017-09-05 02:46:07.23,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00F6 FFFF,2017-09-05 02:46:10.63,.
469,2017-09-05 02:46:07.39,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0088 FFFF,2017-09-05 02:46:10.39,.
470,2017-09-05 02:46:07.58,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0024 FFFF,2017-09-05 02:46:10.58,.
471,2017-09-05 02:46:07.58,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0029 FFFF,2017-09-05 02:46:10.58,.
472,2017-09-05 02:46:07.58,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D9 FFFF,2017-09-05 02:46:10.58,.
473,2017-09-05 02:46:07.59,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 014C FFFF,2017-09-05 02:46:10.59,.
474,2017-09-05 02:46:07.59,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0008 FFFF,2017-09-05 02:46:10.59,.
475,2017-09-05 02:46:07.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0035 FFFF,2017-09-05 02:46:10.60,.
476,2017-09-05 02:46:07.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0122 FFFF,2017-09-05 02:46:10.60,.
477,2017-09-05 02:46:07.60,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0026 FFFF,2017-09-05 02:46:10.60,.
478,2017-09-05 02:46:07.60,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0014 FFFF,2017-09-05 02:46:10.60,.
479,2017-09-05 02:46:07.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 004C FFFF,2017-09-05 02:46:10.61,.
480,2017-09-05 02:46:07.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0120 FFFF,2017-09-05 02:46:10.61,.
481,2017-09-05 02:46:07.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0124 FFFF,2017-09-05 02:46:10.62,.
482,2017-09-05 02:46:07.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 01A9 FFFF,2017-09-05 02:46:10.62,.
483,2017-09-05 02:46:07.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00A8 FFFF,2017-09-05 02:46:10.62,.
484,2017-09-05 02:46:07.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0159 FFFF,2017-09-05 02:46:10.63,.
485,2017-09-05 02:46:07.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 015B FFFF,2017-09-05 02:46:10.63,.
486,2017-09-05 02:46:07.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 002D FFFF,2017-09-05 02:46:10.62,.
487,2017-09-05 02:46:07.62,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0187 FFFF,2017-09-05 02:46:10.63,.
488,2017-09-05 02:46:07.62,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0059 FFFF,2017-09-05 02:46:10.62,.
489,2017-09-05 02:46:07.63,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 018B FFFF,2017-09-05 02:46:10.64,.
490,2017-09-05 02:46:07.63,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 013E FFFF,2017-09-05 02:46:10.63,.
491,2017-09-05 02:46:07.63,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 008E FFFF,2017-09-05 02:46:10.63,.
492,2017-09-05 02:46:07.63,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0055 FFFF,2017-09-05 02:46:10.63,.
493,2017-09-05 02:46:07.63,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0127 FFFF,2017-09-05 02:46:10.64,.
494,2017-09-05 02:46:07.64,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 000B FFFF,2017-09-05 02:46:10.64,.
495,2017-09-05 02:46:07.65,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00F9 FFFF,2017-09-05 02:46:10.65,.
496,2017-09-05 02:46:07.65,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 003A FFFF,2017-09-05 02:46:10.65,.
497,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0154 FFFF,2017-09-05 02:46:10.66,.
498,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0081 FFFF,2017-09-05 02:46:10.66,.
499,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00AC FFFF,2017-09-05 02:46:10.66,.
500,2017-09-05 02:46:07.66,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00A0 FFFF,2017-09-05 02:46:10.66,.
501,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C1 FFFF,2017-09-05 02:46:10.66,.
502,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E4 FFFF,2017-09-05 02:46:10.66,.
503,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00B1 FFFF,2017-09-05 02:46:10.67,.
504,2017-09-05 02:46:07.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00A2 FFFF,2017-09-05 02:46:10.66,.
505,2017-09-05 02:46:07.67,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 012A FFFF,2017-09-05 02:46:10.68,.
506,2017-09-05 02:46:07.69,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 017C FFFF,2017-09-05 02:46:10.69,.
507,2017-09-05 02:46:07.69,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-09-05 02:46:10.69,.
508,2017-09-05 02:46:07.69,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0102 FFFF,2017-09-05 02:46:10.69,.
509,2017-09-05 02:46:07.69,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0123 FFFF,2017-09-05 02:46:10.69,.
510,2017-09-05 02:46:07.69,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 009F FFFF,2017-09-05 02:46:10.69,.
511,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0070 FFFF,2017-09-05 02:46:10.69,.
512,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0012 FFFF,2017-09-05 02:46:10.69,.
513,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0126 FFFF,2017-09-05 02:46:10.69,.
514,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0146 FFFF,2017-09-05 02:46:10.35,.
515,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0020 FFFF,2017-09-05 02:46:10.70,.
516,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0109 FFFF,2017-09-05 02:46:10.70,.
517,2017-09-05 02:46:07.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0155 FFFF,2017-09-05 02:46:10.70,.
520,2017-09-05 02:46:09.72,SWITCH,ETPE-3-1 1A001-03 DPALAR,3742,SUPERVISED IP ADDRESS,ETP 1d 10.0.1.2,2017-09-05 02:46:10.64,..
524,2017-09-05 02:46:10.63,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0140 FFFF,2017-09-05 02:46:10.75,.
525,2017-09-05 02:46:09.72,SWITCH,ETPE-3-1 1A001-03 DPALAR,14029,ACTIVE ETHERNET INTERFACE,ETP 1d 1d,2017-09-05 03:46:08.05,..
533,2017-09-05 02:46:42.08,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0096 FFFF,2017-09-05 02:46:44.09,.
534,2017-09-05 02:46:42.10,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0076 FFFF,2017-09-05 02:46:44.12,.
535,2017-09-05 02:46:42.37,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0032 FFFF,2017-09-05 02:46:43.96,.
536,2017-09-05 02:46:42.37,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0099 FFFF,2017-09-05 02:46:44.10,.
537,2017-09-05 02:46:42.48,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 000A FFFF,2017-09-05 02:46:44.09,.
538,2017-09-05 02:46:42.48,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0040 FFFF,2017-09-05 02:46:44.09,.
539,2017-09-05 02:46:42.48,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0005 FFFF,2017-09-05 02:46:44.12,.
540,2017-09-05 02:46:42.51,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E4 FFFF,2017-09-05 02:46:44.09,.
541,2017-09-05 02:46:42.54,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0068 FFFF,2017-09-05 02:46:44.09,.
542,2017-09-05 02:46:42.54,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0075 FFFF,2017-09-05 02:46:44.24,.
543,2017-09-05 02:46:42.56,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 004B FFFF,2017-09-05 02:46:44.08,.
544,2017-09-05 02:46:42.56,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0072 FFFF,2017-09-05 02:46:44.09,.
545,2017-09-05 02:46:42.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0089 FFFF,2017-09-05 02:46:44.10,.
546,2017-09-05 02:46:42.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0154 FFFF,2017-09-05 02:46:44.10,.
547,2017-09-05 02:46:42.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 008A FFFF,2017-09-05 02:46:44.10,.
548,2017-09-05 02:46:42.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0084 FFFF,2017-09-05 02:46:44.11,.
549,2017-09-05 02:46:42.60,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0085 FFFF,2017-09-05 02:46:44.11,.
550,2017-09-05 02:46:42.60,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 007B FFFF,2017-09-05 02:46:44.10,.
551,2017-09-05 02:46:42.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 007A FFFF,2017-09-05 02:46:44.11,.
552,2017-09-05 02:46:42.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0145 FFFF,2017-09-05 02:46:44.10,.
553,2017-09-05 02:46:42.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C0 FFFF,2017-09-05 02:46:44.11,.
554,2017-09-05 02:46:42.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0034 FFFF,2017-09-05 02:46:44.11,.
555,2017-09-05 02:46:42.61,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0086 FFFF,2017-09-05 02:46:44.11,.
556,2017-09-05 02:46:42.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0069 FFFF,2017-09-05 02:46:44.11,.
557,2017-09-05 02:46:42.61,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0055 FFFF,2017-09-05 02:46:44.12,.
558,2017-09-05 02:46:42.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006F FFFF,2017-09-05 02:46:44.12,.
559,2017-09-05 02:46:42.62,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E8 FFFF,2017-09-05 02:46:44.13,.
560,2017-09-05 02:46:42.63,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0019 FFFF,2017-09-05 02:46:44.13,.
561,2017-09-05 02:46:42.64,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00A8 FFFF,2017-09-05 02:46:44.15,.
562,2017-09-05 02:46:42.66,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0123 FFFF,2017-09-05 02:46:44.16,.
563,2017-09-05 02:46:42.67,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 002A FFFF,2017-09-05 02:46:44.17,.
564,2017-09-05 02:46:42.67,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 014D FFFF,2017-09-05 02:46:44.17,.
565,2017-09-05 02:46:42.67,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0024 FFFF,2017-09-05 02:46:44.18,.
566,2017-09-05 02:46:42.68,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00DA FFFF,2017-09-05 02:46:44.19,.
567,2017-09-05 02:46:42.69,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0152 FFFF,2017-09-05 02:46:44.19,.
568,2017-09-05 02:46:42.69,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00DF FFFF,2017-09-05 02:46:44.19,.
569,2017-09-05 02:46:42.71,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00E6 FFFF,2017-09-05 02:46:44.22,.
570,2017-09-05 02:46:42.72,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 001D FFFF,2017-09-05 02:46:44.22,.
571,2017-09-05 02:46:42.72,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-09-05 02:46:44.23,.
572,2017-09-05 02:46:42.74,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0018 FFFF,2017-09-05 02:46:44.24,.
573,2017-09-05 02:46:42.76,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0064 FFFF,2017-09-05 02:46:44.26,.
574,2017-09-05 02:46:42.77,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0021 FFFF,2017-09-05 02:46:44.27,.
575,2017-09-05 02:46:42.78,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0189 FFFF,2017-09-05 02:46:43.92,.
576,2017-09-05 02:46:42.78,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 006B FFFF,2017-09-05 02:46:44.28,.
577,2017-09-05 02:46:42.78,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0080 FFFF,2017-09-05 02:46:43.89,.
578,2017-09-05 02:46:42.81,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BC FFFF,2017-09-05 02:46:43.92,.
579,2017-09-05 02:46:42.84,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0060 FFFF,2017-09-05 02:46:43.94,.
580,2017-09-05 02:46:42.91,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 007E FFFF,2017-09-05 02:46:44.01,.
581,2017-09-05 02:46:42.91,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0149 FFFF,2017-09-05 02:46:44.01,.
582,2017-09-05 02:46:42.92,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 014A FFFF,2017-09-05 02:46:44.03,.
583,2017-09-05 02:46:43.89,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0137 FFFF,2017-09-05 02:46:43.99,.
584,2017-09-05 02:46:43.95,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 014E FFFF,2017-09-05 02:46:44.05,.
585,2017-09-05 02:46:43.99,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00F2 FFFF,2017-09-05 02:46:44.10,.
586,2017-09-05 02:46:44.00,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0049 FFFF,2017-09-05 02:46:44.11,.
588,2017-09-05 02:46:44.01,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0044 FFFF,2017-09-05 02:46:44.12,.
589,2017-09-05 02:46:44.08,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C7 FFFF,2017-09-05 02:46:44.19,.
593,2017-09-05 02:46:55.97,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0163 FFFF,2017-09-05 02:46:56.82,.
597,2017-09-05 02:48:30.02,TRANSM,SWU-1 1A005-03 AKSELI,3254,LAN DEVICE GENERAL,08 0d 1d,2017-09-05 03:44:41.04,.
602,2017-09-05 02:52:29.65,SWITCH,BCSU-2 1A005-00 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000038 03 01,2017-09-05 02:54:07.05,..
603,2017-09-05 02:52:29.66,SWITCH,BCSU-0 1A003-00 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000038 03 01,2017-09-05 02:54:07.09,..
604,2017-09-05 02:52:29.66,SWITCH,MCMU-1 1A003-06 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000038 03 01,2017-09-05 02:54:07.14,..
605,2017-09-05 02:52:29.66,SWITCH,BCSU-1 1A004-00 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000038 03 01,2017-09-05 02:54:07.04,..
606,2017-09-05 02:52:29.67,SWITCH,MCMU-0 1A003-04 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000038 03 01,2017-09-05 02:54:07.02,..
607,2017-09-05 02:52:29.67,SWITCH,OMU 1A003-08 NDVMAN,3053,ETHERNET INTERFACE FAILURE,00000038 03 01,2017-09-05 02:54:07.07,..
611,2017-09-05 02:52:33.42,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00AB FFFF,2017-09-05 02:52:41.70,.
612,2017-09-05 02:52:33.70,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C3 FFFF,2017-09-05 02:52:42.00,.
613,2017-09-05 02:52:34.01,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00AD FFFF,2017-09-05 02:52:42.27,.
614,2017-09-05 02:52:34.33,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00EF FFFF,2017-09-05 02:52:42.69,.
615,2017-09-05 02:52:34.58,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 015F FFFF,2017-09-05 02:52:42.85,.
616,2017-09-05 02:52:34.63,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CA FFFF,2017-09-05 02:52:42.89,.
617,2017-09-05 02:52:34.65,SWITCH,BCSU-2 1A005-00 S3CMAN,3379,SCTP PATH FAILURE,03 01 0000,2017-09-05 02:54:08.06,.
618,2017-09-05 02:52:34.78,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0129 FFFF,2017-09-05 02:52:43.06,.
619,2017-09-05 02:52:35.29,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C4 FFFF,2017-09-05 02:52:41.58,.
620,2017-09-05 02:52:35.30,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CB FFFF,2017-09-05 02:52:41.59,.
621,2017-09-05 02:52:35.56,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 013A FFFF,2017-09-05 02:52:41.80,.
622,2017-09-05 02:52:35.70,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-09-05 02:52:42.13,.
623,2017-09-05 02:52:35.73,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0142 FFFF,2017-09-05 02:52:42.01,.
624,2017-09-05 02:52:35.73,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0184 FFFF,2017-09-05 02:52:42.01,.
625,2017-09-05 02:52:35.84,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-09-05 02:52:42.16,.
626,2017-09-05 02:52:36.17,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-09-05 02:52:42.46,.
627,2017-09-05 02:52:36.25,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-09-05 02:52:42.56,.
628,2017-09-05 02:52:36.37,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00AF FFFF,2017-09-05 02:52:42.62,.
629,2017-09-05 02:52:36.39,SWITCH,BCSU-0 1A003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-09-05 02:52:42.68,.
630,2017-09-05 02:52:36.47,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C9 FFFF,2017-09-05 02:52:42.76,.
631,2017-09-05 02:52:36.96,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00F4 FFFF,2017-09-05 02:52:41.22,.
632,2017-09-05 02:52:37.13,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 0128 FFFF,2017-09-05 02:52:41.43,.
633,2017-09-05 02:52:37.15,SWITCH,BCSU-2 1A005-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-09-05 02:52:41.45,.
